gene	length	score	occurrences	# sites
TcCLB.511001.180	170	41	1	8
TcCLB.511001.190	200	47	2	5
TcCLB.511001.200	41	46	1	2
TcCLB.511001.210	26	59	2	4
TcCLB.511001.220	142	60	4	3
TcCLB.511001.230	254	52	2	2
TcCLB.511001.30	683	56	1	6
TcCLB.511001.40	86	46	11	1
TcCLB.511001.50	1485	50	41	11
TcCLB.511001.60	2261	52	2	5
TcCLB.511001.70	254	69	4	3
TcCLB.511001.80	110	56	1	7
TcCLB.511001.9	117	29	2	4
TcCLB.511001.90	849	41	1	4
TcCLB.511035.10	1166	59	4	3
TcCLB.511037.20	380	56	1	1
TcCLB.511037.30	107	56	1	3
TcCLB.511037.40	18	45	6	1
TcCLB.511039.10	1158	58	1	19
TcCLB.511039.20	171	60	2	5
TcCLB.511039.30	640	61	1	2
TcCLB.511039.6	702	68	3	10
TcCLB.511041.10	59	51	3	4
TcCLB.511041.20	144	63	2	3
TcCLB.511041.30	142	56	1	3
TcCLB.511041.40	777	67	2	7
TcCLB.511041.50	1898	82	53	19
TcCLB.511043.10	63	62	4	9
TcCLB.511043.20	59	66	1	6
TcCLB.511043.30	56	67	32	6
TcCLB.511043.45	184	48	1	2
TcCLB.511043.60	2120	56	1	2
TcCLB.511045.20	58	72	2	5
TcCLB.511045.29	76	62	17	5
TcCLB.511045.40	205	33	1	2
TcCLB.511045.50	263	50	1	1
TcCLB.511047.20	503	54	2	1
TcCLB.511047.40	364	51	14	18
TcCLB.511047.50	19	60	54	14
TcCLB.511047.70	1125	67	2	12
TcCLB.511049.10	157	56	1	1
TcCLB.511049.40	847	59	2	10
TcCLB.511051.10	244	28	1	1
TcCLB.511051.20	193	63	3	2
TcCLB.511051.30	1058	61	1	8
TcCLB.511051.39	85	90	46	3
TcCLB.511051.50	85	92	35	5
TcCLB.511051.59	391	72	9	6
TcCLB.511051.70	1083	55	4	14
TcCLB.511051.80	622	4	1	1
TcCLB.511055.10	195	56	1	2
TcCLB.511055.20	39	52	59	3
TcCLB.511055.40	191	41	1	2
TcCLB.511055.60	1804	66	2	4
TcCLB.511065.10	478	67	2	11
TcCLB.511065.23	513	75	121	12
TcCLB.511065.36	210	51	1	3
TcCLB.511065.50	200	61	1	4
TcCLB.511067.10	249	55	2	4
TcCLB.511067.14	146	47	2	1
TcCLB.511067.20	126	86	30	11
TcCLB.511067.30	1038	70	7	19
TcCLB.511071.10	181	56	1	21
TcCLB.511071.100	438	68	3	12
TcCLB.511071.120	1052	67	2	11
TcCLB.511071.130	206	67	2	7
TcCLB.511071.140	666	39	2	3
TcCLB.511071.150	27	46	1	6
TcCLB.511071.160	42	72	3	4
TcCLB.511071.171	38	100	65	56
TcCLB.511071.181	77	72	2	3
TcCLB.511071.190	64	76	54	25
TcCLB.511071.20	140	61	1	3
TcCLB.511071.202	114	67	2	5
TcCLB.511071.30	10	66	1	2
TcCLB.511071.40	1278	61	4	9
TcCLB.511071.50	910	78	34	34
TcCLB.511071.70	49	44	1	12
TcCLB.511071.80	10	66	1	6
TcCLB.511071.90	290	63	6	4
TcCLB.511073.10	923	80	37	37
TcCLB.511075.20	120	61	1	2
TcCLB.511075.24	171	64	3	2
TcCLB.511075.30	24	67	3	5
TcCLB.511075.40	35	60	2	2
TcCLB.511075.50	50	84	10	3
TcCLB.511075.54	86	50	1	6
TcCLB.511075.60	62	66	1	2
TcCLB.511107.20	56	71	3	3
TcCLB.511107.30	143	36	1	1
TcCLB.511107.5	242	61	1	2
TcCLB.511109.100	66	51	4	10
TcCLB.511109.110	8	66	1	1
TcCLB.511109.120	44	66	1	2
TcCLB.511109.130	1604	54	10	32
TcCLB.511109.20	96	3	2	1
TcCLB.511109.30	805	48	2	12
TcCLB.511109.40	31	67	28	6
TcCLB.511109.50	305	32	1	1
TcCLB.511109.60	132	48	2	3
TcCLB.511109.70	381	41	1	3
TcCLB.511109.80	434	51	2	3
TcCLB.511109.90	198	49	2	1
TcCLB.511111.10	785	56	1	11
TcCLB.511111.20	230	41	1	1
TcCLB.511111.40	175	61	1	1
TcCLB.511111.50	281	32	1	2
TcCLB.511115.10	575	33	1	1
TcCLB.511115.20	998	52	1	9
TcCLB.511115.30	242	62	26	14
TcCLB.511115.40	411	61	4	4
TcCLB.511123.20	1013	61	1	1
TcCLB.511123.40	2274	37	1	1
TcCLB.511127.10	1054	2	1	2
TcCLB.511127.100	537	61	1	3
TcCLB.511127.110	297	72	9	6
TcCLB.511127.120	28	55	13	6
TcCLB.511127.150	335	7	3	1
TcCLB.511127.160	1227	56	1	13
TcCLB.511127.180	205	61	1	4
TcCLB.511127.190	106	47	1	5
TcCLB.511127.20	657	37	1	4
TcCLB.511127.210	136	56	1	6
TcCLB.511127.220	437	61	3	17
TcCLB.511127.230	18	50	2	13
TcCLB.511127.240	63	61	1	2
TcCLB.511127.250	576	18	5	1
TcCLB.511127.260	117	57	1	3
TcCLB.511127.270	321	62	2	5
TcCLB.511127.280	97	56	1	2
TcCLB.511127.290	72	62	1	1
TcCLB.511127.30	24	48	1	3
TcCLB.511127.300	2155	56	1	4
TcCLB.511127.320	2249	61	1	14
TcCLB.511127.330	2778	32	10	3
TcCLB.511127.340	260	49	1	6
TcCLB.511127.360	134	56	1	3
TcCLB.511127.380	814	62	2	13
TcCLB.511127.390	61	49	4	1
TcCLB.511127.40	90	46	1	1
TcCLB.511127.400	854	56	1	6
TcCLB.511127.410	86	73	3	4
TcCLB.511127.420	83	53	4	3
TcCLB.511127.50	126	52	1	1
TcCLB.511127.60	107	38	3	2
TcCLB.511127.70	255	59	2	2
TcCLB.511127.74	178	69	4	5
TcCLB.511127.80	206	67	2	5
TcCLB.511127.90	23	61	8	11
TcCLB.511129.40	185	15	3	2
TcCLB.511129.47	1371	61	1	5
TcCLB.511129.60	989	56	1	5
TcCLB.511129.80	475	36	1	3
TcCLB.511131.20	44	72	4	1
TcCLB.511131.30	220	29	6	1
TcCLB.511131.40	126	61	1	7
TcCLB.511131.50	24	61	2	2
TcCLB.511131.60	133	61	2	3
TcCLB.511131.70	168	56	1	3
TcCLB.511131.80	576	61	1	3
TcCLB.511131.89	1398	61	1	5
TcCLB.511131.98	360	33	1	2
TcCLB.511133.10	38	70	2	5
TcCLB.511133.20	345	57	15	3
TcCLB.511133.30	178	48	4	1
TcCLB.511135.20	87	51	1	8
TcCLB.511135.30	1493	62	2	13
TcCLB.511135.40	120	41	1	4
TcCLB.511137.10	68	3	1	1
TcCLB.511139.20	179	88	61	7
TcCLB.511139.30	198	64	2	2
TcCLB.511139.40	88	64	13	23
TcCLB.511141.10	289	32	1	2
TcCLB.511141.20	214	63	2	7
TcCLB.511141.30	824	31	1	1
TcCLB.511143.12	381	62	5	3
TcCLB.511143.19	155	58	3	2
TcCLB.511143.39	113	61	1	2
TcCLB.511145.20	50	86	34	7
TcCLB.511145.30	86	36	1	5
TcCLB.511145.40	97	61	1	2
TcCLB.511145.43	147	66	5	5
TcCLB.511145.46	91	66	1	7
TcCLB.511145.49	30	66	1	4
TcCLB.511145.50	125	70	4	10
TcCLB.511145.60	223	72	11	6
TcCLB.511145.70	155	56	3	3
TcCLB.511171.40	302	17	2	1
TcCLB.511171.90	387	43	1	1
TcCLB.511173.10	559	31	1	1
TcCLB.511173.150	994	37	2	2
TcCLB.511173.160	1073	39	1	1
TcCLB.511173.180	1001	52	5	2
TcCLB.511173.230	1074	31	1	1
TcCLB.511173.241	223	41	1	2
TcCLB.511173.270	332	28	1	2
TcCLB.511173.280	1899	27	3	1
TcCLB.511173.360	529	0	1	1
TcCLB.511173.370	45	41	1	1
TcCLB.511173.40	200	42	2	1
TcCLB.511173.400	527	49	2	2
TcCLB.511173.430	973	56	1	2
TcCLB.511173.470	527	50	4	2
TcCLB.511173.483	355	31	1	1
TcCLB.511173.50	367	61	1	1
TcCLB.511173.89	342	56	1	1
TcCLB.511175.10	1027	36	1	2
TcCLB.511175.20	76	35	3	1
TcCLB.511175.40	283	36	1	1
TcCLB.511179.100	60	82	11	4
TcCLB.511179.110	93	46	1	2
TcCLB.511179.114	12	61	1	3
TcCLB.511179.120	17	66	1	2
TcCLB.511179.130	179	61	1	1
TcCLB.511179.140	284	57	1	1
TcCLB.511179.150	645	32	5	3
TcCLB.511179.160	51	55	50	11
TcCLB.511181.10	158	56	2	4
TcCLB.511181.100	197	71	8	6
TcCLB.511181.130	252	56	1	3
TcCLB.511181.140	475	43	3	8
TcCLB.511181.150	1719	46	1	12
TcCLB.511181.160	142	27	2	2
TcCLB.511181.20	46	52	2	2
TcCLB.511181.30	1130	53	2	5
TcCLB.511181.40	722	63	99	12
TcCLB.511181.50	59	77	93	21
TcCLB.511181.60	157	48	1	8
TcCLB.511181.70	228	40	2	2
TcCLB.511181.80	1563	61	3	23
TcCLB.511181.90	302	63	5	6
TcCLB.511189.100	760	43	3	3
TcCLB.511189.20	71	62	1	1
TcCLB.511189.30	46	95	73	4
TcCLB.511189.50	5	61	1	1
TcCLB.511189.54	99	61	1	3
TcCLB.511189.60	38	56	1	3
TcCLB.511189.80	627	63	2	11
TcCLB.511189.84	143	61	4	1
TcCLB.511189.90	17	42	1	1
TcCLB.511191.10	144	66	1	3
TcCLB.511191.19	196	62	6	6
TcCLB.511197.50	54	72	2	1
TcCLB.511199.20	274	57	1	7
TcCLB.511201.40	259	62	2	5
TcCLB.511201.49	284	43	2	2
TcCLB.511201.58	19	66	1	2
TcCLB.511211.10	760	27	1	9
TcCLB.511211.100	35	61	1	4
TcCLB.511211.104	66	57	2	1
TcCLB.511211.110	487	61	1	6
TcCLB.511211.120	190	85	34	4
TcCLB.511211.130	191	88	53	5
TcCLB.511211.140	42	47	1	1
TcCLB.511211.150	374	60	5	3
TcCLB.511211.160	275	61	1	10
TcCLB.511211.170	209	57	6	7
TcCLB.511211.180	45	27	1	1
TcCLB.511211.190	266	43	1	3
TcCLB.511211.20	521	36	1	2
TcCLB.511211.210	55	67	6	2
TcCLB.511211.220	145	57	2	1
TcCLB.511211.230	296	62	2	9
TcCLB.511211.235	112	56	3	1
TcCLB.511211.240	42	47	2	6
TcCLB.511211.30	127	53	4	2
TcCLB.511211.40	380	28	1	1
TcCLB.511211.49	118	62	13	3
TcCLB.511211.60	400	36	1	3
TcCLB.511211.70	275	63	3	5
TcCLB.511211.80	286	51	1	3
TcCLB.511211.90	144	35	1	5
TcCLB.511213.15	386	56	1	2
TcCLB.511213.30	484	61	1	2
TcCLB.511213.50	286	46	1	1
TcCLB.511213.60	1106	63	3	3
TcCLB.511213.81	1553	46	1	2
TcCLB.511215.10	221	51	1	2
TcCLB.511215.100	45	41	1	1
TcCLB.511215.110	52	35	1	1
TcCLB.511215.14	149	53	1	2
TcCLB.511215.30	44	66	1	2
TcCLB.511215.40	47	66	1	3
TcCLB.511215.50	150	67	2	3
TcCLB.511215.60	153	41	1	2
TcCLB.511215.70	1637	15	2	2
TcCLB.511215.90	577	31	1	2
TcCLB.511217.10	286	0	1	1
TcCLB.511217.100	101	41	1	6
TcCLB.511217.110	141	41	1	5
TcCLB.511217.120	307	53	1	2
TcCLB.511217.130	118	45	1	7
TcCLB.511217.140	70	45	1	7
TcCLB.511217.145	419	56	2	6
TcCLB.511217.150	398	57	1	4
TcCLB.511217.160	296	41	1	2
TcCLB.511217.170	1116	56	1	4
TcCLB.511217.180	19	60	30	10
TcCLB.511217.190	22	58	2	2
TcCLB.511217.200	337	57	3	5
TcCLB.511217.30	80	52	14	3
TcCLB.511217.39	321	57	2	3
TcCLB.511217.50	274	57	1	1
TcCLB.511217.60	23	51	2	4
TcCLB.511217.70	326	36	1	3
TcCLB.511217.80	166	56	1	2
TcCLB.511217.90	504	30	2	4
TcCLB.511253.10	803	9	2	1
TcCLB.511303.100	457	51	1	1
TcCLB.511303.110	25	60	2	5
TcCLB.511303.120	298	23	3	1
TcCLB.511303.140	160	49	4	6
TcCLB.511303.150	649	66	2	11
TcCLB.511303.160	380	45	2	2
TcCLB.511303.20	118	61	1	3
TcCLB.511303.24	278	56	1	3
TcCLB.511303.30	64	39	5	1
TcCLB.511303.34	459	73	30	15
TcCLB.511303.50	385	56	1	6
TcCLB.511303.60	918	62	3	15
TcCLB.511303.64	414	65	4	14
TcCLB.511303.70	216	39	4	2
TcCLB.511303.80	191	56	1	1
TcCLB.511303.9	517	39	1	8
TcCLB.511303.90	235	61	1	4
TcCLB.511305.10	383	21	1	1
TcCLB.511305.20	518	41	1	2
TcCLB.511305.40	1236	34	1	3
TcCLB.511307.10	1180	48	1	3
TcCLB.511307.6	46	66	1	1
TcCLB.511309.20	448	23	1	3
TcCLB.511309.30	249	57	1	6
TcCLB.511309.60	110	36	1	2
TcCLB.511309.70	573	36	1	7
TcCLB.511309.80	749	26	2	1
TcCLB.511311.14	1438	56	1	5
TcCLB.511311.20	2002	56	1	1
TcCLB.511311.30	1629	63	4	1
TcCLB.511311.60	64	61	1	4
TcCLB.511311.70	214	46	1	1
TcCLB.511311.80	396	58	2	13
TcCLB.511313.10	143	46	1	7
TcCLB.511313.20	65	57	4	2
TcCLB.511313.30	539	15	1	3
TcCLB.511313.40	404	20	2	3
TcCLB.511315.20	72	57	3	4
TcCLB.511315.30	93	62	2	1
TcCLB.511315.44	640	34	1	4
TcCLB.511315.56	96	60	3	5
TcCLB.511325.25	530	51	1	1
TcCLB.511325.40	465	61	1	4
TcCLB.511329.10	198	23	2	1
TcCLB.511333.10	1416	56	1	5
TcCLB.511335.19	270	60	5	1
TcCLB.511337.10	277	54	1	3
TcCLB.511337.20	598	61	1	1
TcCLB.511337.30	102	51	1	2
TcCLB.511337.39	83	44	1	4
TcCLB.511339.30	331	56	1	1
TcCLB.511347.20	361	53	1	1
TcCLB.511349.110	902	41	1	1
TcCLB.511351.20	221	52	2	3
TcCLB.511351.30	101	32	1	1
TcCLB.511351.41	562	11	1	3
TcCLB.511353.20	33	61	1	1
TcCLB.511353.30	1008	56	3	7
TcCLB.511353.34	560	56	8	10
TcCLB.511353.40	8	73	25	2
TcCLB.511353.50	44	66	1	6
TcCLB.511355.14	122	62	2	2
TcCLB.511355.20	262	41	1	1
TcCLB.511355.24	569	56	1	6
TcCLB.511355.30	98	59	1	4
TcCLB.511355.40	770	57	2	2
TcCLB.511355.50	526	55	1	3
TcCLB.511357.9	72	69	2	2
TcCLB.511361.10	1095	47	1	2
TcCLB.511361.20	65	67	2	2
TcCLB.511361.30	292	46	1	1
TcCLB.511361.50	184	39	1	2
TcCLB.511361.60	334	61	1	3
TcCLB.511361.70	89	51	1	1
TcCLB.511361.80	22	50	1	1
TcCLB.511363.10	1151	66	39	25
TcCLB.511365.10	243	46	1	4
TcCLB.511365.100	152	56	2	5
TcCLB.511365.50	203	61	1	3
TcCLB.511365.70	703	66	2	11
TcCLB.511365.80	909	46	1	9
TcCLB.511365.90	970	67	2	3
TcCLB.511369.10	194	90	31	35
TcCLB.511369.20	78	95	79	7
TcCLB.511369.30	77	85	11	5
TcCLB.511371.5	2995	56	1	1
TcCLB.511393.10	42	55	5	7
TcCLB.511393.20	239	55	4	1
TcCLB.511393.30	100	61	1	1
TcCLB.511393.40	143	61	1	2
TcCLB.511393.49	879	59	12	19
TcCLB.511393.60	1183	62	5	13
TcCLB.511393.70	295	56	1	3
TcCLB.511393.79	474	58	2	6
TcCLB.511395.10	457	61	1	1
TcCLB.511395.14	51	72	2	4
TcCLB.511395.20	145	56	1	9
TcCLB.511395.30	94	36	1	4
TcCLB.511395.40	109	61	1	3
TcCLB.511395.50	292	49	1	8
TcCLB.511395.70	213	61	1	9
TcCLB.511395.80	1069	33	2	3
TcCLB.511395.90	108	62	2	4
TcCLB.511401.40	363	67	2	3
TcCLB.511407.10	16	50	3	4
TcCLB.511407.20	161	46	3	9
TcCLB.511407.30	237	44	1	1
TcCLB.511407.40	1151	62	4	5
TcCLB.511407.50	925	37	1	2
TcCLB.511407.60	27	51	3	16
TcCLB.511407.70	20	57	2	14
TcCLB.511407.80	614	51	1	1
TcCLB.511409.10	39	55	10	19
TcCLB.511409.20	12	45	1	6
TcCLB.511409.30	289	47	1	1
TcCLB.511409.50	447	60	3	5
TcCLB.511409.60	175	61	1	3
TcCLB.511409.70	431	65	2	2
TcCLB.511411.16	462	20	6	2
TcCLB.511411.24	851	61	1	4
TcCLB.511411.30	1903	66	2	5
TcCLB.511413.11	789	36	1	1
TcCLB.511415.30	323	45	1	1
TcCLB.511415.40	2908	31	2	2
TcCLB.511417.100	441	39	1	3
TcCLB.511417.120	118	52	2	3
TcCLB.511417.129	78	51	1	2
TcCLB.511417.30	1983	56	1	6
TcCLB.511417.40	85	53	1	2
TcCLB.511417.50	100	59	2	2
TcCLB.511417.70	86	70	30	11
TcCLB.511417.80	931	20	1	2
TcCLB.511417.90	1088	61	1	6
TcCLB.511417.94	114	61	1	2
TcCLB.511419.10	125	66	2	2
TcCLB.511419.20	268	52	1	5
TcCLB.511419.30	695	66	2	4
TcCLB.511419.40	206	61	2	2
TcCLB.511419.50	152	42	2	3
TcCLB.511419.60	403	49	1	4
TcCLB.511419.70	248	54	1	2
TcCLB.511419.80	135	52	1	3
TcCLB.511421.100	74	69	4	2
TcCLB.511421.110	236	57	1	5
TcCLB.511421.120	48	47	4	2
TcCLB.511421.150	741	36	1	3
TcCLB.511421.155	172	53	2	3
TcCLB.511421.170	71	71	2	3
TcCLB.511421.180	90	61	1	4
TcCLB.511421.190	14	66	1	1
TcCLB.511421.20	45	53	3	9
TcCLB.511421.200	329	52	2	9
TcCLB.511421.210	302	51	1	8
TcCLB.511421.224	77	51	1	3
TcCLB.511421.230	102	65	4	4
TcCLB.511421.24	108	45	3	6
TcCLB.511421.30	24	57	1	2
TcCLB.511421.40	65	61	1	4
TcCLB.511421.50	1263	63	2	11
TcCLB.511421.60	94	47	2	2
TcCLB.511421.80	305	57	2	2
TcCLB.511421.90	106	34	2	2
TcCLB.511423.100	58	21	1	2
TcCLB.511423.104	195	56	1	7
TcCLB.511423.110	28	66	1	6
TcCLB.511423.130	68	42	3	1
TcCLB.511423.140	266	54	2	1
TcCLB.511423.149	169	62	2	4
TcCLB.511423.160	257	53	2	2
TcCLB.511423.170	798	52	1	1
TcCLB.511423.40	971	67	3	5
TcCLB.511423.60	109	36	1	1
TcCLB.511423.70	98	61	1	1
TcCLB.511423.80	196	56	1	2
TcCLB.511425.10	834	66	20	7
TcCLB.511425.19	203	45	2	2
TcCLB.511425.30	488	61	2	16
TcCLB.511425.40	2233	51	1	14
TcCLB.511429.10	47	53	1	3
TcCLB.511429.30	368	51	1	3
TcCLB.511431.10	926	14	3	3
TcCLB.511431.20	310	41	1	1
TcCLB.511431.30	821	48	1	2
TcCLB.511431.40	1008	46	1	3
TcCLB.511431.50	242	61	1	4
TcCLB.511431.54	1548	41	1	8
TcCLB.511433.10	1132	3	7	1
TcCLB.511435.10	62	51	1	1
TcCLB.511435.20	170	45	1	4
TcCLB.511435.30	327	51	1	3
TcCLB.511435.40	362	47	2	1
TcCLB.511437.30	388	58	3	4
TcCLB.511439.100	946	52	1	5
TcCLB.511439.20	171	56	1	1
TcCLB.511439.30	433	67	2	3
TcCLB.511439.40	767	47	2	13
TcCLB.511439.50	467	56	1	12
TcCLB.511439.60	164	54	1	2
TcCLB.511439.70	651	56	1	11
TcCLB.511439.80	12	48	1	3
TcCLB.511441.10	2288	61	1	9
TcCLB.511445.10	168	36	1	2
TcCLB.511445.100	351	66	2	3
TcCLB.511445.110	1145	41	1	10
TcCLB.511445.120	96	52	2	1
TcCLB.511445.130	167	57	1	3
TcCLB.511445.140	56	54	1	2
TcCLB.511445.20	51	48	21	6
TcCLB.511445.30	68	46	1	2
TcCLB.511445.40	1848	37	1	5
TcCLB.511445.70	40	66	1	3
TcCLB.511445.80	75	62	2	3
TcCLB.511445.90	186	58	2	2
TcCLB.511467.10	1012	56	1	3
TcCLB.511467.13	357	66	2	8
TcCLB.511467.16	58	42	1	5
TcCLB.511467.20	16	67	2	2
TcCLB.511467.30	1896	58	3	9
TcCLB.511467.50	162	62	1	3
TcCLB.511467.60	83	68	2	2
TcCLB.511469.10	12	70	3	3
TcCLB.511469.100	237	65	4	5
TcCLB.511469.20	117	74	7	8
TcCLB.511469.24	47	65	1	3
TcCLB.511469.30	109	62	2	1
TcCLB.511469.40	313	67	8	14
TcCLB.511469.50	113	62	1	2
TcCLB.511469.70	177	51	1	4
TcCLB.511469.80	121	56	1	2
TcCLB.511469.90	73	71	2	5
TcCLB.511471.20	486	31	1	1
TcCLB.511471.90	1300	56	1	2
TcCLB.511473.3	173	41	1	1
TcCLB.511473.9	1783	61	2	1
TcCLB.511525.20	506	29	2	4
TcCLB.511527.20	624	62	6	12
TcCLB.511527.34	73	31	2	2
TcCLB.511527.50	54	51	6	1
TcCLB.511527.60	99	41	1	1
TcCLB.511527.70	169	55	14	4
TcCLB.511527.82	153	65	4	10
TcCLB.511529.110	85	45	2	1
TcCLB.511529.130	102	72	8	2
TcCLB.511529.140	20	49	2	2
TcCLB.511529.150	69	42	1	7
TcCLB.511529.160	118	53	4	2
TcCLB.511529.170	355	38	1	2
TcCLB.511529.180	167	39	1	2
TcCLB.511529.190	15	63	2	1
TcCLB.511529.20	591	56	1	8
TcCLB.511529.200	176	31	1	3
TcCLB.511529.210	74	76	65	17
TcCLB.511529.220	117	66	2	3
TcCLB.511529.230	315	56	1	10
TcCLB.511529.240	49	66	1	2
TcCLB.511529.250	329	41	1	2
TcCLB.511529.259	77	61	1	4
TcCLB.511529.30	522	36	1	3
TcCLB.511529.40	188	61	2	1
TcCLB.511529.50	248	47	1	1
TcCLB.511529.59	62	51	4	5
TcCLB.511529.68	84	59	15	8
TcCLB.511529.80	441	2	4	2
TcCLB.511529.90	111	65	3	2
TcCLB.511531.20	455	39	1	2
TcCLB.511531.40	674	72	12	36
TcCLB.511531.44	23	53	1	2
TcCLB.511531.50	596	64	66	24
TcCLB.511531.59	1262	45	2	11
TcCLB.511533.10	57	66	1	3
TcCLB.511533.19	89	48	1	3
TcCLB.511535.20	210	54	3	4
TcCLB.511535.30	351	31	1	1
TcCLB.511535.39	933	52	1	3
TcCLB.511537.16	145	61	1	1
TcCLB.511537.21	325	56	1	7
TcCLB.511537.30	856	32	1	1
TcCLB.511537.40	1770	66	2	8
TcCLB.511537.50	164	49	2	1
TcCLB.511537.60	81	66	1	2
TcCLB.511537.69	800	72	13	51
TcCLB.511537.8	715	50	3	9
TcCLB.511539.18	388	73	116	26
TcCLB.511541.20	172	22	1	1
TcCLB.511541.30	61	69	6	6
TcCLB.511541.40	985	64	5	4
TcCLB.511543.10	337	41	1	1
TcCLB.511543.20	767	36	1	5
TcCLB.511543.30	36	28	1	2
TcCLB.511543.40	339	63	2	4
TcCLB.511543.50	113	67	2	1
TcCLB.511543.60	90	70	4	1
TcCLB.511545.100	72	66	1	2
TcCLB.511545.110	127	69	6	2
TcCLB.511545.120	688	63	2	8
TcCLB.511545.130	324	61	4	1
TcCLB.511545.140	285	54	2	5
TcCLB.511545.150	225	66	3	3
TcCLB.511545.160	270	67	2	3
TcCLB.511545.170	237	51	1	3
TcCLB.511545.180	133	67	41	9
TcCLB.511545.190	113	62	3	3
TcCLB.511545.20	48	88	29	6
TcCLB.511545.30	28	69	3	1
TcCLB.511545.40	77	82	15	15
TcCLB.511545.50	485	62	10	11
TcCLB.511545.60	140	57	2	2
TcCLB.511545.70	29	66	1	1
TcCLB.511545.80	2244	61	1	8
TcCLB.511545.90	614	67	2	3
TcCLB.511553.130	411	47	1	1
TcCLB.511553.71	516	6	1	1
TcCLB.511553.90	371	51	2	2
TcCLB.511555.10	211	36	1	4
TcCLB.511555.110	54	46	5	5
TcCLB.511555.20	106	36	1	2
TcCLB.511555.30	216	40	2	1
TcCLB.511555.40	208	41	1	2
TcCLB.511555.50	116	56	1	2
TcCLB.511555.60	626	68	4	4
TcCLB.511555.80	559	48	1	2
TcCLB.511555.90	81	61	4	7
TcCLB.511557.10	80	27	1	3
TcCLB.511557.20	487	30	1	1
TcCLB.511557.29	111	66	2	4
TcCLB.511557.50	869	57	1	1
TcCLB.511557.60	126	29	2	1
TcCLB.511557.64	180	56	1	1
TcCLB.511557.70	68	28	2	3
TcCLB.511559.10	188	52	7	5
TcCLB.511559.20	147	34	2	5
TcCLB.511559.34	197	60	3	2
TcCLB.511559.40	250	41	1	2
TcCLB.511559.50	1049	53	3	11
TcCLB.511559.70	1104	61	1	1
TcCLB.511569.30	2132	63	2	1
TcCLB.511571.10	142	28	1	4
TcCLB.511571.20	1602	67	2	20
TcCLB.511571.40	756	57	3	5
TcCLB.511573.10	241	41	1	3
TcCLB.511573.20	325	60	2	3
TcCLB.511573.30	51	55	1	10
TcCLB.511573.40	64	67	36	11
TcCLB.511575.10	16	46	1	1
TcCLB.511575.100	557	62	26	13
TcCLB.511575.120	12	67	2	4
TcCLB.511575.130	588	56	1	1
TcCLB.511575.30	89	57	1	4
TcCLB.511575.40	39	56	10	3
TcCLB.511575.50	720	39	1	3
TcCLB.511575.60	167	54	3	25
TcCLB.511575.70	537	30	1	1
TcCLB.511575.90	54	46	1	1
TcCLB.511577.10	61	66	1	2
TcCLB.511577.100	36	71	2	7
TcCLB.511577.104	209	51	1	3
TcCLB.511577.110	401	41	1	1
TcCLB.511577.120	369	54	1	2
TcCLB.511577.140	81	62	3	1
TcCLB.511577.144	101	72	3	7
TcCLB.511577.150	142	57	4	1
TcCLB.511577.160	90	41	3	5
TcCLB.511577.19	149	45	2	1
TcCLB.511577.30	306	48	2	3
TcCLB.511577.40	161	48	11	4
TcCLB.511577.44	274	40	1	1
TcCLB.511577.60	415	61	1	4
TcCLB.511577.70	81	52	1	4
TcCLB.511577.80	179	66	5	3
TcCLB.511577.83	268	61	1	7
TcCLB.511577.86	523	61	1	3
TcCLB.511577.90	11	71	2	1
TcCLB.511581.10	97	21	1	1
TcCLB.511583.10	847	58	2	9
TcCLB.511583.20	252	61	1	9
TcCLB.511583.30	131	59	2	1
TcCLB.511583.40	132	42	1	4
TcCLB.511585.10	693	51	1	1
TcCLB.511585.100	1094	10	1	2
TcCLB.511585.110	167	37	1	1
TcCLB.511585.120	908	62	2	5
TcCLB.511585.125	544	63	3	2
TcCLB.511585.130	253	41	1	1
TcCLB.511585.140	77	61	1	2
TcCLB.511585.160	54	41	1	1
TcCLB.511585.170	642	56	1	2
TcCLB.511585.180	98	29	1	1
TcCLB.511585.190	562	60	25	63
TcCLB.511585.200	848	75	25	8
TcCLB.511585.210	268	15	1	1
TcCLB.511585.220	87	63	2	2
TcCLB.511585.230	2010	63	2	5
TcCLB.511585.260	648	58	2	2
TcCLB.511585.269	252	2	9	1
TcCLB.511585.30	132	56	1	1
TcCLB.511585.310	1144	46	1	1
TcCLB.511585.320	300	52	1	1
TcCLB.511585.40	306	56	1	4
TcCLB.511585.50	184	40	1	14
TcCLB.511585.60	58	53	1	3
TcCLB.511585.70	137	12	1	2
TcCLB.511585.80	473	43	1	9
TcCLB.511585.90	767	36	1	1
TcCLB.511587.100	276	67	3	4
TcCLB.511587.120	183	61	1	2
TcCLB.511587.30	657	16	1	5
TcCLB.511587.60	712	54	1	1
TcCLB.511587.75	1006	56	1	3
TcCLB.511587.90	41	53	1	1
TcCLB.511589.10	1033	67	2	7
TcCLB.511589.100	36	69	4	3
TcCLB.511589.110	179	46	1	1
TcCLB.511589.120	114	60	3	4
TcCLB.511589.130	806	71	160	49
TcCLB.511589.140	292	12	1	1
TcCLB.511589.150	376	48	1	4
TcCLB.511589.160	255	45	1	3
TcCLB.511589.170	45	66	1	2
TcCLB.511589.180	59	68	3	3
TcCLB.511589.20	628	56	1	3
TcCLB.511589.200	550	67	3	17
TcCLB.511589.209	30	66	1	10
TcCLB.511589.220	92	57	1	3
